Product Name,Price,Discount,Category,Brand,Rating,Number of Reviews
"Apple iPad (10th Generation): with A14 Bionic chip, 27.69 cm (10.9â€³) Liquid Retina Display, 256GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life â€“ Blue","34,999",(30% off),Tablets,Apple,"4.5 out of 5 stars, rating details","2,841"
"DREAME L10 Prime Robot Vacuum Cleaner with 7mm Mop Lift, Self-Cleaning Mop, LDS Navigation, 4000Pa Suction, 3D Mapping, WiFi/APP/Alexa","34,999",(85% off),Home Appliances,DREAME,"3.8 out of 5 stars, rating details","5,118"
Wobble 139.7 cm (55 inches) QD Series 4K Ultra HD Smart QLED Google TV WB55GTAW9602QD (Black),"34,999",(34% off),Televisions,Wobble,"3.9 out of 5 stars, rating details",95
acer 139 cm (55 inches) G Series 4K Ultra HD Smart LED Google TV AR55GT2851UDFL (Black),"34,999",(44% off),Televisions,acer,"3.9 out of 5 stars, rating details",258
Samsung 108 cm (43 inches) 4K Ultra HD Smart LED TV UA43BU8570ULXL (Black),"35,000",(46% off),Televisions,Samsung,"3.1 out of 5 stars, rating details",24
"ROCKWELL RVC390B Single glass door Visi cooler,358 Litres,White (Internal LED, Heavy Duty, Dynamic cooling)","35,400",(33% off),Home Appliances,ROCKWELL,"3.8 out of 5 stars, rating details",94
"Bosch 8 kg 5 Star Fully-Automatic Front Loading Washing Machine (WAJ2826CIN, Black Grey, AI active water plus, In-Built Heater)","35,490",(41% off),Home Appliances,Bosch,"4.0 out of 5 stars, rating details","1,538"
"(Refurbished) HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0156AU","35,521",(15% off),Laptops,HP,"4.0 out of 5 stars, rating details",1
Samsung Galaxy Tab S10+/Ultra & S9/S9 FE Series Book Cover Keyboard Slim with AI Key (Black) (S10 Ultra/S9 Ultra (DX920)),"35,588",(10% off),Tablets,Samsung,"4.8 out of 5 stars, rating details",25
"ASUS Vivobook 15, Intel Core i3-1215U, 16GB RAM, 512GB SSD, FHD 1920x1080, 1.2 GHz, 15.6"", Windows 11, MS Office Home, Cool Silver, 1.7KG, X1504ZA-NJ342WS, Integrated Graphics, Thin & Light Laptop","35,749",(35% off),Laptops,ASUS,"4.0 out of 5 stars, rating details",723
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","35,790",(41% off),Laptops,Lenovo,"4.3 out of 5 stars, rating details",42
"HP 240R Notebook, 13th Gen i3-1315U, 16GB DDR4, 512GB SSD, 14-inch(35.6cm),Anti-Glare, HD Laptop, Intel UHD Graphics, (DOS, Silver,1.47kg) G9","35,870",(14% off),Laptops,HP,No rating,No reviews
"HP 15, AMD Ryzen 5 7520U (8GB LPDDR5, 512GB SSD) Anti-Glare, FHD,15.6-inch (39.6 cm) Win 11, Office 21, FHD Camera with Privacy Shutter,15s-fc0155AU","35,900",(33% off),Laptops,HP,"3.7 out of 5 stars, rating details",15
"HP Laptop 250 G9 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" (39.62cm)/Silver/1.57 kg/MS Office 2021 Pro Plus","35,900",(53% off),Laptops,HP,"3.4 out of 5 stars, rating details",20
"HP Chromebook X360 14, Intel Processor N100, Chrome OS, 14-Inch(35.6 Cm), Hd, Touchscreen, 4Gb Lpddr5, 128Gb Ufs, Intel Uhd Graphics, 720P Hd Camera W/Privacy Shutter(Silver, 1.37 Kg), Cd0011Tu","35,990",(13% off),Laptops,HP,"1.0 out of 5 stars, rating details",2
"ASUS Vivobook Go 14, 14"" FHD (1920 x 1080), AMD Ryzen 5 7520U Processor,(8GB RAM/512GB SSD/AMD Radeon iGPU/Windows 11/M365 Basic (1Year)*/Office Home 2024/Silver/1.38 kg), E1404FA-NK5521WS","35,990",(27% off),Laptops,ASUS,"4.0 out of 5 stars, rating details",15
HP 15s Ryzen 5 5500U (8GB RAM/512GB SSD/FHD/Windows 11/MS Office 21/15.6â€ (39.6cm)/Silver/1.69kg) eq2223AU Laptop,"35,990",(54% off),Laptops,HP,"4.1 out of 5 stars, rating details",126
"HP 15, 12th Gen Intel Core i3-1215U Laptop (8GB RAM, 512GB SSD) 15.6""/39.62cm, FHD, Win 11, MS Office 2021, Silver, 1.59Kg, Dual Speakers, FD0061TU","35,990",(22% off),Laptops,HP,"4.1 out of 5 stars, rating details","1,387"
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU/eq2212au","35,990",(33% off),Laptops,HP,"4.0 out of 5 stars, rating details","1,599"
Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X64L (Black),"35,990",(40% off),Televisions,Sony,"4.7 out of 5 stars, rating details","13,253"
Bissell CrossWave OmniForce Edge | Cordless Wet & Dry Vacuum Cleaner | Multi-Surface Cleaning for Hard Floors & Carpets | 2-Year Warranty,"35,990",(70% off),Home Appliances,Bissell,"4.4 out of 5 stars, rating details","13,986"
"Haier 9 Kg 5 Star Powered by AI-DBT with Direct Drive Technology, PuriSteam, 525mm Super Drum Fully Automatic Front Load Washing Machine (EFL90-DM14IBIEBK,In-Built Heater,Steel Drum,Black)","35,990",(28% off),Home Appliances,Haier,"4.0 out of 5 stars, rating details",80
TCL 126 cm (50 inches) Metallic Bezel Less Series 4K Ultra HD Smart LED Google TV 50V6C (Black),"35,990",(45% off),Televisions,TCL,"5.0 out of 5 stars, rating details",1
"iQOO Neo 10 (Titanium Chrome, 12GB RAM, 256GB Storage) | Snapdragon 8s Gen 4 Processor & SuperComputing Chip Q1 | 7000 mAh Battery | Segmentâ€™s Highest 144 FPS Gaming Smartphone","35,998",(12% off),Mobile Phones,iQOO,"4.2 out of 5 stars, rating details",17
"Lenovo Tab P11 5G FHD |11 Inch (27.94 cm)| 6 GB RAM, 128 GB ROM Expandable| Wi-Fi+5G| 2K Display| Qualcomm Snapdragon 750G Processor| JBL Quad Speakers with Dolby Atmos (Storm Grey, ZA8Y0082IN)","35,999",(28% off),Tablets,Lenovo,"4.0 out of 5 stars, rating details",128
Acer 126 cm (50 inches) Super Series 4K Ultra HD Smart QLED Google TV AR50QDXGU2875AT (Black),"35,999",(46% off),Televisions,Acer,"4.0 out of 5 stars, rating details","4,304"
"(Refurbished) Lenovo ThinkPad E14 11th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|512 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|Webcam|Intel Iris Xe Graphics)","35,999",(73% off),Laptops,Lenovo,No rating,No reviews
"Dell Inspiron 3530 13th Gen Laptop, Intel Core i3-1305U, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD AG 120Hz 250 nits Display, Windows 11 + MSO'21 & McAfee 15 Month, Platinum Silver, Thin & Light- 1.62kg","36,490",(24% off),Laptops,Dell,"3.8 out of 5 stars, rating details",788
Haier 109 cm (43 inches) QLED -Smart Google TV with Hands Free Voice Control 43S800QT (Grey),"36,500",(40% off),Televisions,Haier,"4.6 out of 5 stars, rating details",6
"IFB 8 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Senator SXN 8014, Steam Refresh Program with Eco Inverter, Rich Silver)","36,590",(20% off),Home Appliances,IFB,"3.3 out of 5 stars, rating details",14
"Dell Inspiron 3505 AMD Ryzen3 3250U 15.6 inches FHD AG Display Laptop (8GB/1TB/Integrated Graphics/Windows 10 + MSO/Accent Black) D560406WIN9BE, 1.96Kg","36,594",(4% off),Laptops,Dell,"3.5 out of 5 stars, rating details",170
"HP 15, 13th Gen Intel Core i3-1315U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Grey, 1.59kg), Anti-Glare, Micro-Edge,15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, 1080p FHD Camera, fd0006TU","36,800",(30% off),Laptops,HP,"3.8 out of 5 stars, rating details",206
"vivo V40 Pro 5G (Blue, 8GB RAM, 256GB Storage) | Mediatek Dimensity 9200+ Processor | AMOLED Display | Dual Nano-SIM | 5500mAh Battery","36,900",(33% off),Mobile Phones,vivo,"2.6 out of 5 stars, rating details",12
"Dell 15 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor, 8GB DDR4, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Intel UHD Graphics, Windows 11 + MSO'21, 15 Months McAfee, Black, 1.66kg","36,990",(24% off),Laptops,Dell,"3.9 out of 5 stars, rating details",24
"Dell 15 Thin & Light Laptop, 13th Generation Intel Core i3-1305U Processor, 8GB DDR4 + 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Windows 11 + MSO'21, 15 Month McAfee, Titan Grey, 1.69kg","36,990",(24% off),Laptops,Dell,"3.9 out of 5 stars, rating details",61
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg","36,990",(30% off),Laptops,Dell,"3.9 out of 5 stars, rating details",134
"Lenovo IdeaPad Slim 3 13th Gen Core i3-1305U (8GB RAM/512GB SSD/Integrated Intel UHD Graphics/14 inch (35.5cm)/Windows 11/ MS Office 2021/Grey/1.3Kg), 82X6004GIN Thin & Light Laptop","36,990",(33% off),Laptops,Lenovo,"4.1 out of 5 stars, rating details","1,113"
TCL 139 cm (55 inches) 4K Ultra HD Smart QLED Google TV 55C61B (Black),"36,990",(69% off),Televisions,TCL,"3.9 out of 5 stars, rating details","3,673"
Samsung 108 cm (43 inches) Crystal 4K Ultra HD Smart LED TV UA43U8100FULXL (Black),"36,990",(19% off),Televisions,Samsung,No rating,No reviews
"Bosch 9kg 5 Star Anti Stain & AI Active Water Plus Fully Automatic Front Load Washing Machine with Built in Heater (WGA14200IN, Pretreatment & Steam with Anti Bacteria and 5 Star Inverter, White)","36,990",(39% off),Home Appliances,Bosch,"3.8 out of 5 stars, rating details",134
"Samsung 8 kg, 5 star, Eco Bubble Technology, AI Control, Wi-Fi, Fully-Automatic Front Load Washing Machine (WW80T504DAX1TL, Hygiene Steam, Inox)","36,990",(34% off),Home Appliances,Samsung,"4.2 out of 5 stars, rating details","2,016"
"LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (GL-S342SDSX, Dazzle Steel, Convertible with Express Freeze)","36,990",(21% off),Home Appliances,LG,"4.0 out of 5 stars, rating details","1,772"
Unknown Sony PS4 Slim 1 TB Console Video Game,"36,990",No discounts,Gaming Consoles,Unknown,"2.5 out of 5 stars, rating details",9
Sony PS4 Slim 1 TB Console Video Game,"36,990",No discounts,Gaming Consoles,Sony,"3.4 out of 5 stars, rating details",14
Haier 108 cm (43) S800 Series 4K Ultra HD Smart QLED Google TV 43S800QT-P (Grey),"36,990",(40% off),Televisions,Haier,"3.3 out of 5 stars, rating details","4,304"
"Dell Inspiron 3535 Laptop, AMD 7 Series Ryzen 5-7520U Processor/8GB/512GB/15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits Display/Win 11 + MSO'24/15 Month McAfee/Platinum Silver/1.63kg","36,999",(30% off),Laptops,Dell,"3.5 out of 5 stars, rating details",6
Xiaomi 138 cm (55 inch) FX Ultra HD 4K Smart LED Fire TV L55MB-FIN,"36,999",(33% off),Televisions,Xiaomi,"3.6 out of 5 stars, rating details",10
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD (Win 11, Office 21, Silver, 1.69kg) Anti-Glare, 15.6-inch (39.6cm), FHD Laptop, Intel UHD Graphics, HD Camera, Dual Speakers, fq5326TU","36,999",(19% off),Laptops,HP,"3.8 out of 5 stars, rating details",93
"Vivo V50 5G (Rose Red, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","36,999",(14% off),Mobile Phones,Vivo,"4.3 out of 5 stars, rating details",454
"Vivo V50 5G (Titanium Grey, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","36,999",(14% off),Mobile Phones,Vivo,"4.3 out of 5 stars, rating details",454
"Apple iPad (10th Generation): with A14 Bionic chip, 27.69 cm (10.9â€³) Liquid Retina Display, 256GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life â€“ Yellow","36,999",(38% off),Tablets,Apple,"4.5 out of 5 stars, rating details","2,841"
"Bosch 7 kg 5 Star Fully-Automatic Front Loading Washing Machine (WGA12208IN, Black Grey,Anti Wrinkle, In-Built Heater)","36,999",(29% off),Home Appliances,Bosch,No rating,No reviews
"Samsung Galaxy A36 5G (Awesome Lavender, 12GB, 256GB) | Awesome Intelligence: Circle to Search, Intelligent Editing | Awesome 4nm Snapdragon Processor | Flagship Grade Selfie Camera","36,999",(12% off),Mobile Phones,Samsung,"3.7 out of 5 stars, rating details",108
"Vivo V50 5G (Starry Night, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","36,999",(14% off),Mobile Phones,Vivo,"4.3 out of 5 stars, rating details",463
"Samsung Galaxy A36 5G (Awesome Black, 12GB, 256GB) | Awesome Intelligence: Circle to Search, Intelligent Editing | Awesome 4nm Snapdragon Processor | Flagship Grade Selfie Camera","36,999",(12% off),Mobile Phones,Samsung,"3.7 out of 5 stars, rating details",108
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6""/39.6cm, FHD, Win 1, MS Office 21, Silver, 1.59kg, Intel UHD Graphics, 1080p FHD Camera, fd0186TU","37,070",(27% off),Laptops,HP,"3.7 out of 5 stars, rating details",113
"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2144AU","37,147",(39% off),Laptops,HP,"4.1 out of 5 stars, rating details","1,112"
"HP 15, 13th Gen Intel Core i3-1315U Laptop,(8GB DDR4, 512GB SSD), Antiglare, 15.6''(39.6cm),FHD, Win 11, M365 Basic(1yr), Office Home 24, Silver, 1.59kg, FHD Camera w/Privacy Shutter, fd0465TU","37,427",(23% off),Laptops,HP,"3.7 out of 5 stars, rating details",113
"Dell Inspiron 3535 Thin & Light Laptop, AMD R5-7520U Processor, 8GB LPDDR5, 512GB, 15.6"" (39.62cm) FHD 120Hz, 250 nits Display, Win 11 + MSO'24+Office 365, 15 Month McAfee, Platinum Silver, 1.67kg","37,490",(43% off),Laptops,Dell,"4.0 out of 5 stars, rating details",19
"LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (GL-S342SPZX, Shiny Steel, Convertible with Express Freeze)","37,490",(21% off),Home Appliances,LG,"4.0 out of 5 stars, rating details","1,772"
"Haier 358 L, 3 Star, Convertible 10-in-1, Triple Inverter & Dual Fan Motor Technology, Frost Free Double Door Refrigerator (HEF-363TS-P, Inox Steel)","37,490",(32% off),Home Appliances,Haier,"3.4 out of 5 stars, rating details",44
"Samsung Galaxy Watch Ultra (47mm, LTE, Gray) with Upto 100h Battery | 3nm Processor | Dual GPS | Quick Button/Siren | Sapphire Glass & Titanium | 10ATM & IP68 | BP & ECG Monitor | Energy Score & Ages","37,490",(46% off),Smart Watches,Samsung,"4.2 out of 5 stars, rating details",68
"Samsung Galaxy Tab S9 FE 27.69 Cm (10.9 Inch) LED Display, RAM 6 GB, ROM 128 GB Expandable, S Pen in-Box","37,598",No discounts,Tablets,Samsung,"3.4 out of 5 stars, rating details",101
"HP Laptop 15, IntelÂ® Coreâ„¢ i3-1315U, 8GB DDR4 Ram,512GB SSD,Intel UHD Graphics, Windows 11 + MS Office'2021, Dual Speakers,15.6-inch(39.6 cm),FHD, Matt Silver,1.59 kg,15-fd0129TU","37,600",(26% off),Laptops,HP,"4.1 out of 5 stars, rating details","1,999"
"Dell Inspiron 3520 Laptop,12th Gen Intel Core i3-1215 Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms FHD, Win 11 + MSO'21, Silver, 15 Month McAfee Antivirus, Thin & Light-1.65kg","37,700",(37% off),Laptops,Dell,"3.8 out of 5 stars, rating details",247
"Bosch WGA1320SIN Series 6 washing machine, front loader 8 kg 1200 rpm","37,890",(31% off),Home Appliances,Bosch,No rating,No reviews
Samsung 108 cm (43 inches) Full HD Smart LED TV UA43T5450AKXXL (Black) 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"37,980",(36% off),Televisions,Samsung,No rating,No reviews
Xbox Series S,"37,990",(12% off),Gaming Consoles,Xbox,"4.4 out of 5 stars, rating details","2,190"
"HP Chromebook 14, Intel Processor N200, ChromeOS, 14-inch (35.6 cm), HD, Touchscreen, 8GB LPDDR5, 128GB UFS, Intel UHD Graphics, 720p HD Camera w/Privacy Shutter (Silver, 1.45 kg), nf0016TU","37,990",(10% off),Laptops,HP,No rating,No reviews
"Samsung 9 kg, 5 star, AI EcoBubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW90DG5U24AXTL, Inox)","37,990",(25% off),Home Appliances,Samsung,"4.3 out of 5 stars, rating details","7,148"
"Bosch 9KG 5 Star Fully-Automatic Front Loading Washing Machine (WGA2420SIN, Dark Silver,AI Active Water Plus,In-Built Heater)","37,990",(27% off),Home Appliances,Bosch,"3.8 out of 5 stars, rating details",315
"LG 9 Kg 5 Star Wi-Fi, Steam, Inverter Direct Drive Technology, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1209Z4W, Allergy Care, In-Built Heater, Touch Panel, Blue White)","37,990",(30% off),Home Appliances,LG,"4.2 out of 5 stars, rating details","4,308"
"Samsung 8 Kg 5 Star Eco Bubble Technology, AI Control & Wi-Fi, Fully-Automatic Front Loading Washing Machine Appliance (WW80T604DLB1TL, Digital Inverter, In-Built Heater, Black Caviar)","37,990",(36% off),Home Appliances,Samsung,"3.6 out of 5 stars, rating details",36
"Bosch MaxFlex Convert 303L,3 Star Inverter Frost Free Triple Door Refrigerator (CMC33K03NI,Convertible, Bla","37,990",(36% off),Home Appliances,Bosch,"4.0 out of 5 stars, rating details",156
"Samsung Galaxy Tab S7 FE 31.5 cm (12.4 inch) Large Display, Slim Metal Body, Dolby Atmos Sound, S-Pen in Box, RAM 6 GB, ROM 128 GB Expandable, Wi-Fi+4G Tablet, Mystic Black","37,990",(37% off),Tablets,Samsung,"4.5 out of 5 stars, rating details","1,414"
"GAMEZZ24 Ps 4 1TB Slim Gaming Console Bundle With Spider-Man, Gt Sport, Ratchet & Clank","37,990",(5% off),Gaming Consoles,GAMEZZ24,"3.4 out of 5 stars, rating details",14
Acerpure 139 cm (55 inch) Elevate Series Ultra HD 4K QLED Smart Google TV AP55UG51QEVTD,"37,999",(52% off),Televisions,Acer,"3.8 out of 5 stars, rating details",11
TOSHIBA 139 cm (55 inches) C450ME Series 4K Ultra HD Smart QLED TV 55C450ME (Silver),"37,999",(46% off),Televisions,TOSHIBA,"4.0 out of 5 stars, rating details","1,774"
"(Refurbished) Lenovo ThinkBook 14 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS Thin & Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office 2021/FPR/Intel Iris Xe Graphics Mineral Grey/1.4 kg), 20VDA0TLIH","37,999",(74% off),Laptops,Lenovo,No rating,No reviews
Hisense 139 cm (55 inches) E7Q Series 4K Ultra HD Smart QLED TV 55E7Q (Black),"37,999",(46% off),Televisions,Hisense,"4.1 out of 5 stars, rating details",335
"Google Pixel 8a (Porcelain, 128, GB, 8, GB)","37,999",(28% off),Mobile Phones,Google,"4.2 out of 5 stars, rating details",7
"Google Pixel 8a (Obsidian, 128, GB, 8, GB)","37,999",(28% off),Mobile Phones,Google,"2.7 out of 5 stars, rating details",6
"Haier 8 Kg 5 Star Inverter Direct Motion Motor Fully Automatic Front Load Washing Machine (HW80-IM12929CS3, 525 Super Drum, Puri Steam, 2023 Model, Ore Silver)","38,190",(30% off),Home Appliances,Haier,"4.2 out of 5 stars, rating details",15
"Dell 15 3520 Thin & Light Laptop, Intel Core i3-1215U Processor, 12th Gen (8GB RAM /512GB SSD /Window 11 /MS Office' 21 /15.6""(39.62 Cm) FHD Display /Intel UHD Graphics/15 Month Mcafee /Black /1.69Kg","38,363",(21% off),Laptops,Dell,"3.8 out of 5 stars, rating details",711
"Lenovo Smartchoice IdeaPad Slim 3 13th Gen Intel Core i3-1315U 15.6 inch (39.6cm) FHD Laptop (8GB RAM/512GB SSD/Windows 11/Office Home 2024/Alexa Built-in/1Yr ADP Free/Grey/1.6Kg), 82X700F0IN","38,490",(35% off),Laptops,Lenovo,"1.0 out of 5 stars, rating details",3
"IFB 9 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Executive SXN 9014K, Steam Refresh Program with Eco Inverter, Rich Silver)","38,590",(20% off),Home Appliances,IFB,"4.0 out of 5 stars, rating details",708
Samsung SSD 2TB PM9A1 M.2 2280 80mm MZVL22T0HBLB NVMe PCIe 4.0 Solid State Drive for Dell HP Lenovo Laptop Desktop Ultrabook,"38,727",(29% off),Laptops,Samsung,"3.6 out of 5 stars, rating details",6
"IFB 8 Kg 5 Star Front Load Washing Machine 2X Power Steam (SENATOR MXS 8012, Mocha, In-built Heater, 4 years Comprehensive Warranty)","38,750",(22% off),Home Appliances,IFB,"4.3 out of 5 stars, rating details",130
Sony BRAVIA 2 Series 108 cm (43 inches) 4K Ultra HD Smart LED Google TV K-43S20B (Black),"38,890",(35% off),Televisions,Sony,"4.7 out of 5 stars, rating details","3,193"
"Bosch 9kg 5 Star Anti Stain & AI Active Water Plus Fully Automatic Front Load Washing Machine with Built in Heater (WGA1420TIN, Pretreatment & Steam with Anti Bacteria and 5 Star Inverter, Black Grey)","38,900",(35% off),Home Appliances,Bosch,"3.8 out of 5 stars, rating details",315
TCL 139 cm (55 inches) Metallic Bezel Less Series 4K Ultra HD Smart LED Google TV 55V6C (Black),"38,990",(50% off),Televisions,TCL,"5.0 out of 5 stars, rating details",1
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6'' FHD, Backlit KB,Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0572TU","38,990",(25% off),Laptops,HP,"4.2 out of 5 stars, rating details",24
LG 126 cm (50 inches) UR75 Series 4K Ultra HD Smart LED TV 50UR75006LC,"38,990",(44% off),Televisions,LG,No rating,No reviews
Samsung 108 cm (43 inches) Crystal 4K Ultra HD Smart LED TV UA43U8400FULXL (Black),"38,990",(22% off),Televisions,Samsung,No rating,No reviews
"LG 9 Kg, 5 Star, AI Direct Drive Technology, Steam, 6 Motion DD & Wi-Fi Fully-Automatic Front Load Washing Machine (FHP1209Z5M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black)","38,990",(28% off),Home Appliances,LG,"4.2 out of 5 stars, rating details","4,308"
"IFB 9 Kg 5 Star Front Load Washing Machine 2X Power Steam (EXECUTIVE PLUS MXS, Mocha, In-built Heater, 4 years Comprehensive Warranty)","38,990",(22% off),Home Appliances,IFB,"3.4 out of 5 stars, rating details",41
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","38,990",(34% off),Tablets,Lenovo,"4.0 out of 5 stars, rating details",326
Xiaomi 138 cm (55 inch) X Ultra HD 4K Smart Google LED TV L55MB-AIN,"38,999",(29% off),Televisions,Xiaomi,"3.1 out of 5 stars, rating details",5
"OnePlus Pad 2(12.1 Inch)LCD Display,12GB RAM, 256GB Storage,Snapdragon 8 Gen 3,144Hz Refresh Rate,Dolby Vision & Atmos,Open Canvas,AI features,6 speakers,Wi-Fi with Cellular Data Sharing [Nimbus Gray]","38,999",(19% off),Tablets,OnePlus,"4.3 out of 5 stars, rating details",310
"Apple Watch Series 9 [GPS 41mm] Smartwatch with (Product) RED Aluminum Case with (Product) RED Sport Band M/L. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant","39,219",(6% off),Smart Watches,Apple,"4.5 out of 5 stars, rating details",941
"Dell Inspiron 3520 Laptop, Intel Core i3-1215U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Silver, Thin & Light-1.65kg","39,284",(22% off),Laptops,Dell,"3.9 out of 5 stars, rating details",34
"Dell Inspiron 15 3535 Laptop - 15.6 inch FHD (39.62cm) Display, AMD Ryzen 5 7520U, 8 GB RAM (2 DIMM Slots- Max Memory), 512 GB SSD, Win 11 + Office H&S 2021, Carbon Black, 1.67Kg, Ideal for Students","39,490",(19% off),Laptops,Dell,"4.0 out of 5 stars, rating details",19
"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator ( GL-S382SPZX, Shiny Steel, Convertible with Express Freeze)","39,490",(23% off),Home Appliances,LG,"4.0 out of 5 stars, rating details","1,148"
"2021 Apple 10.2-inch (25.91 cm) iPad with A13 Bionic chip (Wi-Fi, 256GB) - Silver (9th Generation)","39,498",(19% off),Tablets,2021,"4.6 out of 5 stars, rating details","3,466"
"HUION Kamvas Ink (EB1010) The Original Paper Android Tablet, 10.3 Inch Display, 4GB RAM & 64 GB ROM, Wi-Fi & Bluetooth with EMR Pen Technology Dual Mic.","39,699",(43% off),Tablets,HUION,"4.1 out of 5 stars, rating details",10
"Dell Latitude 3440 i3-1215U|8GB|512 SSD|Win 11 Pro|14"" HD|NO ODD|3Yr NBD + 3Yr ADP | Intel WiFi + Bluetooth 5.1 | 3 Cell","39,711",(43% off),Laptops,Dell,No rating,No reviews
"HP Chromebook x360 14, Intel Processor N200, ChromeOS, 14-inch (35.6 cm), HD, Touchscreen, 8GB LPDDR5, 128GB UFS, Intel UHD Graphics, 720p HD Camera w/Privacy Shutter (Silver, 1.37 kg), cd0012TU","39,760",(14% off),Laptops,HP,"1.0 out of 5 stars, rating details",2
"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fy5004TU","39,890",(13% off),Laptops,HP,"4.1 out of 5 stars, rating details","1,387"
"Dyson V11 Absolute Pro Cord-Free Vacuum Cleaner, Blue, Cartridge, 0.54 Litre, 1 Count","39,899",(30% off),Home Appliances,Dyson,"4.7 out of 5 stars, rating details",26
"HP 15, 13th Gen Intel Core i3-1315U Laptop (12GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0573TU","39,990",(24% off),Laptops,HP,"3.8 out of 5 stars, rating details",4
