Product Name,Price,Discount,Category,Brand,Rating,Number of Reviews
Storio Rechargeable Pocket Video Game for Kids 400 in 1 Retro Game Box Console Handheld Game Box with TV Output - Black,599,(54% off),Gaming Consoles,Storio,"4.0 out of 5 stars, rating details",29
"Storio Rechargeable Pocket Video Game for Kids 400 in 1 Retro Game Box Console Handheld Game Box with TV Output, Multicolour",599,(54% off),Gaming Consoles,Storio,"3.7 out of 5 stars, rating details",22
"Playtonic Handheld Game Console for Kids with 500 Built-in Retro Games, 3-Inch Display, TV Output, Rechargeable Battery, Portable Video Gaming Player, Classic Mini Arcade for Boys and Girls",599,(65% off),Gaming Consoles,Playtonic,"3.4 out of 5 stars, rating details",163
"WBD Handheld Video Game Console with Remote, Retro Mini Game with 400 Classic Sup Game TV Compatible for Kids, Rechargeable 8 Bit Classic Color May Very",599,(40% off),Gaming Consoles,WBD,"2.6 out of 5 stars, rating details",4
"Handheld Video Game Console for Kids, Built-in Retro Games â€“ Best Indoor Games for Kids Ages 7 to 15 â€“ Perfect for Boys and Girls â€“ Portable Fun for Travel and Home (Black)",599,(40% off),Gaming Consoles,Handheld,"4.5 out of 5 stars, rating details",2
Viart Creation Â¢ Extreme Mini Plug and Play Wireless Game Box HD 1080p TV Retro Video Game for Kids 620 Extreme Mini Game Box 8 Bit Retro Games for up to 2 Players Black (Extreme),599,(88% off),Gaming Consoles,Viart,"3.8 out of 5 stars, rating details",182
meesa Wireless TV Video Game Set for 2 Player Gamepad - Wireless Game Box ( 620 Games in Built) AV-Out TV Video Game Players 2.4G Dual Wireless Gamepads 2 Player Handheld Game Console 8 Bit System,599,(65% off),Gaming Consoles,meesa,"2.4 out of 5 stars, rating details",5
GTSAISDN Ultra Compact Vertical Stand Compatible with Compatible with PlayStation 4 Slim Compatible with PS4 Slim,599,(33% off),Gaming Consoles,GTSAISDN,"3.4 out of 5 stars, rating details",163
TCOS TECH Plastic Hinge Axle Roller Blu-Ray DVD Drive Plastic Roller Replacement for PS4 CUH-1200 / PS4 Slim / PS4 Pro 2pcs/Set,599,(40% off),Gaming Consoles,TCOS,"3.4 out of 5 stars, rating details",163
amazon basics USB Gaming Keyboard with Multicolour LED Effect | 12 Multimedia Keys |4 LED Modes,629,(61% off),Computer Accessories,Amazon Basics,"3.9 out of 5 stars, rating details",29
"amazon basics 16-Gauge/AWG Speaker Wire, Oxygen-Free Copper, Two Conductors, Audio Speaker Cable for Car, Stereo, Subwoofer, Home Theatre, Hi-Fi Surround Sound (100 Feet, Copper, Transparent)",629,(67% off),Speakers,Amazon Basics,"3.8 out of 5 stars, rating details",126
"V-CUBE Designs Premium Vegan Leather Desk Mat 60X35cm 2.4mm Thick&Padded|Laptop Mat/Extended Mouse Pad/Stitched, Reversible, Sturdy Deskspread with High Tear/Peel Strength|Anti-Slip,Splash-Proof|Blue",629,(69% off),Computer Accessories,V-CUBE,"4.4 out of 5 stars, rating details",558
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Black",629,(51% off),Computer Accessories,Logitech,"4.2 out of 5 stars, rating details","28,208"
PSS PS4 Pro Vertical Stand for PS 4 Pro with Integrated Cooling Vents and Non-Slip Feet,640,(35% off),Gaming Consoles,PSS,"4.5 out of 5 stars, rating details",38
"Vertical Stand for PS4 Pro Console with Cooling Vents, Non-Slip Base",640,(36% off),Gaming Consoles,Vertical,"3.4 out of 5 stars, rating details",163
"Logitech B170 Wireless Mouse with USB Receiver,(Black)",645,(19% off),Computer Accessories,Logitech,"4.2 out of 5 stars, rating details","78,272"
Ant Esports MK1001 One Handed Gaming Keyboard RGB Backlit 35 Keys Portable Mini Gaming Keypad Ergonomic Game Controller for PC Gamer,649,(19% off),Computer Accessories,Ant,"3.8 out of 5 stars, rating details",138
"Portronics Toad One Bluetooth Mouse with 2.4 GHz & BT 5.3 Dual Wireless, 6 Buttons, Rechargeable, RGB Lights, Connect 3 Devices, Ergonomic Design for Laptop, Smartphone, Tablet (Black)",649,(57% off),Computer Accessories,Portronics,"4.2 out of 5 stars, rating details","4,166"
"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380",649,(40% off),Computer Accessories,Lenovo,"4.2 out of 5 stars, rating details","4,653"
Lapcare DCX-A101 ChillMate Laptop Cooler (Black),649,(68% off),Computer Accessories,Lapcare,"4.0 out of 5 stars, rating details","7,537"
"Dell WM118 Wireless Mouse, 1000DPI, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Plug and Play, Ambidextrous - Black",649,(50% off),Computer Accessories,Dell,"4.1 out of 5 stars, rating details","20,496"
GRAPHENE Retro Handheld Gaming Console 400 Classic Built-in Games Sup Videogame 3.0-Inch Screen Rechargeable Battery Portable Video Game Player with TV Output (Pack of 1),649,(68% off),Gaming Consoles,GRAPHENE,"3.4 out of 5 stars, rating details",163
"CHG S10 gamepad HD Handheld Video Game Console, Rechargeable 8 Bit Classic, Retro Mini Game with 520 in 1 Classic Game, TV Compatible, Video Games for Kids/Boys/Girls/Unisex Children/Adults",649,(68% off),Gaming Consoles,CHG,"5.0 out of 5 stars, rating details",1
"CHG S10 gamepad Z1 Game Console, Rechargeable 8 Bit Classic, Retro Mini Game with 520 in 1 Classic Game, TV Compatible, Video Games for Kids/Boys/Girls/Unisex Children/Adults ZQ1",649,(68% off),Gaming Consoles,CHG,"3.4 out of 5 stars, rating details",163
"Tobo PS4 Card Game Storage Box Stand Holder for 20 Pieces CD Discs or Card Holders Support,2 Pieces/lot for Playstation 4. (TP4-1813) - TD-371GA",649,(78% off),Gaming Consoles,Tobo,"4.6 out of 5 stars, rating details",17
"Careflection ||Old Arcade Classic Retro Game Console, 8 BIt TV AV Output Interface Game Console, plug & play wireless video game for kids for 2 Players Built in 620 Games",653,(67% off),Gaming Consoles,Careflection,"3.9 out of 5 stars, rating details",2
"amazon basics 2 X 3W Multimedia PC Gaming Speaker with Aux Connectivity, USB Support, Volume Control, and RGB Lights",659,(67% off),Speakers,Amazon Basics,"4.0 out of 5 stars, rating details",667
Imported 64MB Memory Card for Sony PlayStation 2 PS2,660,(34% off),Gaming Consoles,Imported,"3.9 out of 5 stars, rating details",81
"Ant Esports MK700 V2 Membrane TKL Wired Gaming Keyboard, 87 UV Coated Mechanical feel Keys Cool RGB Backlight Waterproof Keyboard for PC Laptop Mobile Tablets Gaming, Design and Work Mercury White",679,(66% off),Computer Accessories,Ant,"4.0 out of 5 stars, rating details",232
"amazon basics X12 16W Bluetooth Soundbar with 1200 mAh Battery | 2X Bass | Up to 10 hrs of Playback | Bluetooth 5.3, Aux & USB Connectivity (Black)",682,(66% off),Speakers,Amazon Basics,"3.7 out of 5 stars, rating details",605
"The Toy Havenâ„¢ G5 500 in 1 Retro Game Box Only for 1 Player, Handheld Classical Video Game for Kids Also PAD Can Play On TV, 500 Games Like Contra, Tank, Bomber Man Etc.",688,(47% off),Gaming Consoles,The,"4.6 out of 5 stars, rating details",3
"New World Video Game for Kids SUP 400 in 1 Retro Game Box Console Handheld Retro Game Box, with TV Output, Rechargeable Display Size: 2.4In,(Assorted Colour)",690,(1% off),Gaming Consoles,New,"3.4 out of 5 stars, rating details",163
"KITTER 500 in 1 Retro Video Game Player Only for 1 Player, Handheld Gaming Console Can Play On TV, G5 Video Game 500 Games Preloaded Game Console, Old School Videogame (Random Color, Pack of 1 Game)",695,(72% off),Gaming Consoles,KITTER,"3.4 out of 5 stars, rating details",163
HALONIX Prime DJ Speaker 9W Base-B22 Millions Color Smart Bluetooth led Bulb Pack of 1 (Clear & Powerful Bluetooth Speaker with Colorful Light),698,(22% off),Speakers,HALONIX,"3.8 out of 5 stars, rating details",575
invicto Video Game for Kids G5S 3 Inch Color Display 500 in 1 Retro Portable Mini Handheld Video Game for Kids Color Game Player Built-in Games,698,(65% off),Gaming Consoles,invicto,"3.4 out of 5 stars, rating details",5
"HP Multimedia Speaker DHS-5100, High Power Speaker with Pure and Pleasant Sound Quality; RGB Light Effect; USB Powered; BluetoothÂ® 5 connectivity Support; Dual Speaker Design",699,(70% off),Computer Accessories,HP,"3.8 out of 5 stars, rating details",70
SUPERSTUD Karaoke Machine for Kids || Portable Bluetooth Wireless Speaker with Wireless Mic || Birthday Gifts for Girls & Boys || Speaker for Kids with Mic (Multicolor) - 1Mic only,699,(73% off),Speakers,SUPERSTUD,"4.1 out of 5 stars, rating details",104
"HP DHE-6002 Wired Speaker, 3.5mm aux connectivity, Surround Sound, PC and Phone Compatible, Easy Volume Controls, Touch-Controlled RGB Lighting, 1-Year Warranty, 0.77 kg, Black, 8C573AA",699,(74% off),Computer Accessories,HP,"3.8 out of 5 stars, rating details",239
"HAMMER Drop 5W Bluetooth Wireless Speaker with Twin Pairing, 1200 mAh Battery, 100H Standby Time, TWS Function, TF Card, USB Slot, Auto-Pairing, in-Built Mic, Type-C Charging, 52mm Driver (Green)",699,(80% off),Speakers,HAMMER,"4.1 out of 5 stars, rating details",377
"HAMMER Drop 5W Bluetooth Wireless Speaker with Twin Pairing, 1200 mAh Battery, 100H Standby Time, TWS Function, TF Card, USB Slot, Auto-Pairing, in-Built Mic, Type-C Charging, 52mm Driver (Beige)",699,(80% off),Speakers,HAMMER,"4.1 out of 5 stars, rating details",377
Lapcare 19V 65W 3.42A Compatible Laptop Adapter Charger for Acer Aspire One Extensa and Travel Mate Series Models - Black,699,(36% off),Computer Accessories,Lapcare,"3.8 out of 5 stars, rating details",517
"Tukzer Laptop Screen Keyboard Cleaner Kit, 32-in-1 Electronic Gadget Cleaning Tool with SD Card Storage Slot for MacBook, iPad iPhone Smartphone Tablet, PC Computer, DSLR Camera Lens, Airpods (White)",699,(65% off),Computer Accessories,Tukzer,"4.2 out of 5 stars, rating details",714
"Zebronics NS3000 Portable Laptop & Tablet Stand Supports Upto 17â€ with Max. 5KG Support, Anti-Slip Silicone Pads, Foldable Design, Multi Angle Adjustment, Carbon Steel Body",699,(83% off),Computer Accessories,Zebronics,"3.9 out of 5 stars, rating details",895
"MegaStroÂ® Laptop Stand for Desk with 7 Adjustable Angles, Aluminum Ergonomic Foldable Portable Compatible with All Brands 6-17.3 [with Pouch] [with Wire Protectors] (Metallic Grey)",699,(72% off),Computer Accessories,MegaStroÂ®,"4.4 out of 5 stars, rating details","1,090"
Urbanmade Mouse pad Non slip mouse mat full keyboard mat reversible gaming mouse pad laptop mat for desk large table mat for office desk extended desk mat large,699,(53% off),Computer Accessories,Urbanmade,"4.5 out of 5 stars, rating details","1,367"
"Zebronics Zeb-Crystal Clear Web Camera with 3P Lens,Built-in Microphone,Auto White Balance,Night Vision and Manual Switch for LED (Black)",699,(46% off),Computer Accessories,Zebronics,"3.2 out of 5 stars, rating details","10,618"
"Zebronics Zeb-Warrior 2.0 Multimedia Speaker With Aux Connectivity,USB Powered And Volume Control",699,(44% off),Speakers,Zebronics,"4.0 out of 5 stars, rating details","22,526"
"TOYTONIC G5 Handheld Game Console for Kids, Retro Gaming Device with 3.0â€ HD Screen, Built-in 500 Classic Games, AV Output, Random Color â€“ Portable Game Player for Boys & Girls",699,(30% off),Gaming Consoles,TOYTONIC,"3.5 out of 5 stars, rating details",177
"PARTEET (520 in 1) Game Retro Handheld Gaming Console for Kids, 2-Inch Screen, Portable Digital Gaming System for Kids & Adults",699,(53% off),Gaming Consoles,PARTEET,"3.4 out of 5 stars, rating details",163
"SIDAK (520 in 1) Game Retro Handheld Gaming Console for Kids, 2-Inch Screen, Portable Digital Gaming System for Kids & Adults",699,(53% off),Gaming Consoles,SIDAK,"3.4 out of 5 stars, rating details",163
"Like StarÂ® SUP 400 in 1 Retro Game Box with Remote Control for 2 Player, Handheld Classical Game PAD Can Play On TV, 400 Games Like Contra, Tank, Bomber Man, Aladdin, Etc. (A Like Star Product)",699,(53% off),Gaming Consoles,Like,"3.4 out of 5 stars, rating details",54
"Honeywell Display Port to HDMI Adapter, 4K 3D Resolution with Surround Sound Audio Support, Male-Female Adapter, Compatible with LED Displays, Laptop, Gaming Console, Projector- Black",699,(65% off),Gaming Consoles,Honeywell,"4.0 out of 5 stars, rating details",283
"G5 500 in 1 Retro Video Game Box Only for Player, Handheld Classical PAD Can Play On TV, Games Like Contra, Tank, (Pink Blue) Kids 3 Inch Color Display Portable Mini Player",699,(53% off),Gaming Consoles,G5,"3.4 out of 5 stars, rating details",163
"Sadhwanis Tv Video Game Set for Tv Gaming 2 Player Wireless Extreme Mini Game Box with Classic Inbuilt Game Like Super Mario Bros, Contra, Double Dragon 2, Duck Hunt, F1 Race Etc, Black",699,(65% off),Gaming Consoles,Sadhwanis,"3.7 out of 5 stars, rating details",85
CHG Retro S10 Gamepad gaming console forPortableStyle Pocket GameBox Handheld Gaming 3.5TFT Screen Rechargeable Battery,699,(86% off),Gaming Consoles,CHG,"5.0 out of 5 stars, rating details",1
"EMK Optical Splitter, Optical Adapter Compatible with Home Theater, Sound bar,Speaker,Xbox 360,Playstation,TV, DVD Player and More (Splitter-1x2) - Black",699,(77% off),Gaming Consoles,EMK,"3.9 out of 5 stars, rating details","1,361"
"XBERSTAR Stand for PS5 Pro & Slim, Cooling Feet, Horizontal Bracket Holder for Flat PS5 Console Compatible with Horizontal (Disc Edition-A)",699,(13% off),Gaming Consoles,XBERSTAR,"4.6 out of 5 stars, rating details",256
"TCOS TECH On Off Power Eject Button Switch Board Replacement Part for PS4 Slim CUH-21A, CUH-21B & CUH-2115",699,(30% off),Gaming Consoles,TCOS,"3.4 out of 5 stars, rating details",163
GTSAISDN Charging USB Port Replacement Compatible with PlayStation 4 CUH-12XX / PS4 Slim CUH-2XXX / PS4 Pro CUH-7XXX 12 Pin Flex Cable Incl. (+) Screwdriver,699,(50% off),Gaming Consoles,GTSAISDN,"3.4 out of 5 stars, rating details",163
TrollHunters Defenders of Arcadia | Standard Edition | PlayStation 4,712,(45% off),Gaming Consoles,TrollHunters,"3.4 out of 5 stars, rating details",163
Lepose Metal CPU Trolley,718,(28% off),Computer Accessories,Lepose,"3.8 out of 5 stars, rating details",151
"Amazon Basics Bluetooth Speaker 5.3 Soundbar with 16W RMS, 2000mAh Battery, Upto 8 Hrs @50% Volume Hrs Playtime Aux/USB Port (Grey)",729,(70% off),Speakers,Amazon Basics,"3.9 out of 5 stars, rating details","1,866"
"Toytonic Handheld Gaming Console for Kids & Adults | 666 Classic Built-In Games | Retro Video Game Player | Portable, Rechargeable, TV Output | Toy & Gift for Boys Girls Ages 6-14 | Mini Game Box",729,(27% off),Gaming Consoles,Toytonic,"3.5 out of 5 stars, rating details",177
Porro Fino PS4 PS5 Accessories 2 pcs 10 in 1 Game CD Discs Storage Bracket Holder for Sony Playstation 4 ps4 pro ps4 slim Games Disk Stand,731,(27% off),Gaming Consoles,Porro,"4.2 out of 5 stars, rating details",26
Halonix B22D 9-Watt LED Bluetooth Speaker Bulb (White and Yellow Light) Pack of 2,739,(43% off),Speakers,Halonix,"4.1 out of 5 stars, rating details",103
"V-CUBE Designs Premium Vegan Leather Desk Mat 75X40cm 2.4mm Thick&Padded|Laptop Mat/Extended Mouse Pad/Stitched, Reversible, Sturdy Deskspread with High Tear/Peel Strength|Anti-Slip,Splash-Proof| Tan",739,(68% off),Computer Accessories,V-CUBE,"4.4 out of 5 stars, rating details",558
"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop - Grey",745,(34% off),Computer Accessories,Logitech,"4.4 out of 5 stars, rating details","60,782"
"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",745,(34% off),Computer Accessories,Logitech,"4.4 out of 5 stars, rating details","60,782"
Fire turtle Vintage Bluetooth Wireless Speaker with USB/AUX Input & Hands-Free Calling Perfect for Gift (10W RMS Power)(RM-636-PINK),749,(50% off),Speakers,Fire,"3.8 out of 5 stars, rating details",13
"Portronics Vader Max Wireless Rechargeable Mouse, Bluetooth 5.3 & 2.4 GHz Dual Mode, 6-Button Control, Adjustable DPI Up to 2400, Ergonomic, Universal Compatibility for Laptop, Desktop, Gaming(Grey)",749,(50% off),Computer Accessories,Portronics,"4.1 out of 5 stars, rating details",31
"Portronics Vader Max Wireless Rechargeable Mouse, Bluetooth 5.3 & 2.4 GHz Dual Mode, 6-Button Control, Adjustable DPI Up to 2400, Ergonomic, Universal Compatibility for Laptop, Desktop, Gaming(Green)",749,(50% off),Computer Accessories,Portronics,"4.1 out of 5 stars, rating details",31
"ZEBRONICS Wonder Bar 20 RGB Lights Computer Speaker with Detachable 2 in 1 Design, 10W RMS Output, Volume Control, AUX 3.5mm, USB Powered, 2.0 Stereo, Speaker ON/Off and Mute",749,(50% off),Speakers,Zebronics,"3.8 out of 5 stars, rating details",712
"Cable World Educational Laptop Computer Toy Educational Computer for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool,Blue",749,(53% off),Computer Accessories,Cable,"3.8 out of 5 stars, rating details","3,497"
VGRASSP 98000 in 1 Video Game Console 8 Bit Plug and Play TV Supported Classic Handheld Single Player (Built-in Games) Black Video Game,749,(25% off),Gaming Consoles,VGRASSP,"3.2 out of 5 stars, rating details",32
Compatible with PS4 Pro Vertical Stand for Compatible with PlayStation 4 Pro with Built-in Cooling Vents and Non-Slip Feet,749,(25% off),Gaming Consoles,Compatible,"3.4 out of 5 stars, rating details",163
"SOULWITÂ® 50Pcs Self Adhesive Cable Management Clips, Large Cable Organizers Wire Clips Cord Holder for TV PC Laptop Ethernet Cable Desktop Home Office (Black)",755,(60% off),Computer Accessories,SOULWITÂ®,"4.5 out of 5 stars, rating details","11,013"
"Orei 8K HDMI Cable 1.5 Meter(4.9ft) - 8K@60Hz HDMI Cable 2.1 with Ethernet & HDCP 2.3, Lightning Fast 48Gbps Bandwidth, HDR, eARC & 3D Support - HDMI 4K@120Hz for TVs, Gaming Consoles & More (1 Pack)",764,(15% off),Computer Accessories,Orei,"4.4 out of 5 stars, rating details","2,045"
Kris toy PVP Station Kid's LCD Display Pocket Game Console with Card (Black),769,(62% off),Gaming Consoles,Kris,"3.3 out of 5 stars, rating details",465
